#Name,#tic_id,#Per,#Per_err,#Ecc,#Ecc_err,#T0,#T0_err,#a/R*,#a/R*_err,#Rp/R*,#Rp/R*_err,#Teff,#M/H,#logg,#RA,#DEC,#Nos_of_stars,#sum
HATS-62 b,TIC 336732544,3.2768837,3.3E-06,0.298,,2455808.05158,0.00043,9.59,0.19,0.1159,0.0011,5416,0.133,4.45,312.4493079,-24.303506,1,1
HATS-63 b,TIC 178879588,3.0566527,4.9E-06,0.136,,2457659.93755,0.00089,8.09,0.12,0.1159,0.0032,5627,0.081,4.35,67.418582,-28.1972149,1,6
HATS-64 b,TIC 189625051,4.908897,1.3E-05,0.151,,2457769.82287,0.00082,6.68,0.2,0.0817,0.0024,6554,0.22,3.98,144.2876092,-29.800444,1,0
HATS-65 b,TIC 169504920,3.105161,1.6E-06,0.062,,2457520.9613,0.00041,7.38,0.16,0.1181,0.0025,6277,0.199,4.3,292.9397825,-26.7402021,2,0
HATS-66 b,TIC 52689469,3.1414391,7.4E-06,0.064,,2457603.0514,0.0014,5.5,0.11,0.0787,0.0043,6626,-0.017,4.06,101.3948048,-33.8816918,1,12
HATS-67 b,TIC 272212970,1.6091788,4E-06,0.057,,2457796.88127,0.00043,4.526,0.077,0.1201,0.002,6594,0.332,4.28,180.2087883,-46.1364201,1,2
HATS-68 b,TIC 322307342,3.5862202,4.7E-06,0.036,,2457410.4086,0.0011,6.232,0.086,0.0725,0.0016,6147,0.21,4.08,15.006077,-58.9047242,1,12
HATS-69 b,TIC 467971286,2.2252577,1.9E-06,0.519,,2457755.3939,0.00052,7.859,0.099,0.1105,0.0023,5137,0.377,4.5,289.2974275,-60.8917599,1,4
HATS-7 b,TIC 220029715,3.185315,5.4E-06,0.17,,2456528.29697,0.00058,10.59,0.51,0.0711,0.0019,4985,0.25,4.54,208.8567465,-21.2078587,1,1
HATS-70 b,TIC 98545929,1.8882378,1.5E-06,0.18,,2456911.87486,0.0008,4.17,0.16,0.074,0.0028,7930,0.041,4.17,109.1045212,-31.2443947,1,7
HATS-71 b,TIC 234523599,3.7955202,1E-06,0,,2457858.80134,0.00023,16.84,0.15,0.2202,0.0024,3405,0.17,4.77,15.5518893,-61.7561333,1,12
HATS-72 b,TIC 188570092,7.3279474,1.6E-06,0.013,,2458087.64782,7.5E-05,19.821,0.048,0.1029,0.00034,4656.1,0.099,4.59,339.0258401,-17.0003046,1,1
HATS-8 b,TIC 96847781,3.583893,1E-05,0.376,,2456672.1102,0.0012,9.21,0.54,0.0814,0.0038,5679,0.21,4.39,294.9416887,-25.7483655,1,0
HATS-9 b,TIC 12611594,1.915291,1.9E-05,,,2457311.7514,0.00039,4.44,0.05,0.0814,0.0008,5599,0.38,4.1,290.8101704,-20.1663771,1,0
HD 110082 b,TIC 383390264,10.18271,4E-05,0.2,0.2,2458629.909,0.001,20,2,0.025,0.001,6200,0.08,4.2,192.5892855,-88.1211107,2,9
HD 1397 b,TIC 394137592,11.53533,0.00079,0.251,0.02,2458332.08261,0.0006,10.1,0.24,0.04513,0.0003,5521,0.29,3.82,4.4471631,-66.3589285,1,9
HD 183579 b,TIC 320004517,17.471278,5.8E-05,0.28,,2458661.06315,0.00078,29.1,0.8,0.033,0.00063,5788,-0.023,4.5,293.2866147,-54.5327284,1,4
HD 202772 A b,TIC 290131778,3.308958,8.3E-05,0.038,0.042,2458338.61047,0.00024,4.33,0.15,0.06128,0.00083,6272,0.3,3.85,319.6995877,-26.6163743,2,2
HD 219666 b,TIC 266980320,6.03607,0.00064,0,,2458329.1996,0.0012,13.27,0.39,0.04192,0.00083,5527,0.04,4.4,349.5592665,-56.9039857,1,4
HD 221416 b,TIC 441462736,14.2767,0.0037,0.115,0.034,2458357.0149,0.0025,8.97,0.27,0.02854,0.00084,5080,-0.08,3.58,353.0331863,-21.8012007,1,2
HD 2685 b,TIC 267263253,4.12688,5E-05,0.091,0.039,2458325.78297,0.0002,7.6974,0.0689,0.09467,0.00033,6801,0.02,4.21,7.3289156,-76.304032,1,12
HD 332231 b,TIC 199376584,18.71204,0.00043,0.032,0.03,2458729.67987,0.00038,24.21,0.62,0.06976,0.00041,6089,0.036,4.28,306.741134,33.7443882,1,2
HD 72490 b,TIC 20537900,858,12,0.124,0.046,,,,,,,4934,,3.21,128.4028287,13.5507189,1,0
HD 80653 b,TIC 55315929,0.719573,2.1E-05,,,2458134.4244,0.0007,2.92,0.05,0.0121,0.0004,,,4.34,140.3390845,14.3678691,1,0
HD 89345 b,TIC 350020859,11.8143,0.0002,0.22,0.095,2457913.8052,0.0011,13.11,0.38,0.0389,0.0011,5576,0.421,4.02,154.6710977,10.1288464,1,0
HIP 116454 b,TIC 422618449,9.1205,0.0005,0.2,0.07,,,23.62,0.88,,,5089,-0.16,4.59,353.9543517,0.4447043,2,0
HIP 65 A b,TIC 201248411,0.9809734,3.1E-06,0,,2458326.10418,0.00011,5.289,0.051,0.287,0.088,4590,0.18,4.61,0.1856063,-54.8308228,2,8
HIP 67522 b,TIC 166527623,6.959503,1.6E-05,0.059,0.193,2458604.02371,0.00036,11.7,0.24,0.0667,0.0012,5675,0,,207.526001,-40.8358961,1,1
K2-10 b,TIC 363573185,19.3044,0.0012,0.31,0.16,2456819.5814,0.0021,28.7,2.6,0.0357,0.0017,5620,-0.07,4.5,172.1216476,1.6906217,1,0
K2-100 b,TIC 307733361,1.673833,4.9E-05,,,2457140.72062,0.00126,7.81,0.63,0.0269,0.0013,6168,0.26,4.35,129.6010863,20.1060074,1,0
K2-101 b,TIC 175265494,14.677286,0.000828,0.1,0.18,2457152.68135,0.00223,32.5,2.3,0.0247,0.0012,4819,0.14,,130.3439097,18.9338205,1,0
K2-102 b,TIC 175262071,9.915615,0.001209,0.1,0.16,2457139.65518,0.00552,25.3,1.9,0.017,0.0012,4695,0.14,,130.0558953,19.7787519,1,0
K2-104 b,TIC 175194958,1.974238,0.00011,0.09,0.167783,2457175.915,0.001,9.93,0.9,0.03657,0.0015,3546.46,,,129.6366594,19.7737202,1,0
K2-105 b,TIC 6892385,8.267704,0.00035,,,2457147.98708,0.00148,17.72,1.11,0.0339,0.0016,5464,0.25,4.51,125.4202985,13.4975122,1,0
K2-107 b,TIC 414843476,3.313959,2.4E-05,,,2457311.15178,0.0003,6.42,0.3,0.081,0.0008,6061,0.14,4.04,284.985355,-22.2934206,1,0
K2-108 b,TIC 27635334,4.733999,0.000221,,,2457145.09609,0.00172,9.86,0.54,0.0277,0.0011,5599,0.36,4.02,123.3818484,16.419516,1,0
K2-11 b,TIC 301609547,39.93767,0.23229,,,2456829.829,0.1156,45.08,58.53,,,5433,-0.12,,169.0418328,1.9866832,1,0
K2-110 b,TIC 287333762,13.86387,0.000325,,,2457233.73913,0.00079,32.94,1.45,0.0329,0.0012,4950,-0.21,4.61,207.3497402,-12.2849182,1,0
K2-113 b,TIC 376939759,5.817685,4.1E-05,,,2457398.70433,0.0003,12.08,0.63,0.0898,0.0011,5660,0.27,4.27,19.4493823,6.8688469,1,0
K2-114 b,TIC 366576758,11.391013,0.000224,,,2457151.71493,0.00069,22.47,1.9,0.1163,0.0034,5044,0.39,4.54,127.882912,11.922255,1,1
K2-115 b,TIC 7020254,20.272615,0.000356,,,2457157.15804,0.00049,38.68,1.91,0.1255,0.0015,5657,-0.1,4.53,126.5535002,12.281851,1,2
K2-116 b,TIC 39936432,4.655411,0.000486,0.06,0.141966,2456979.948,0.004,15.37,0.65,0.0094,0.0004,4348.35,,,336.1523363,-11.5793181,1,0
K2-118 b,TIC 293496724,50.92092,0.005584,0.2,0.183774,2457160.473,0.004,71.82,4.74,0.03174,0.0021,4726.29,,,132.1268608,15.6558964,1,0
K2-119 b,TIC 293460551,7.727283,0.001268,,,2457148.83106,0.00499,19.23,2.57,0.0328,0.0031,4740,-0.05,4.62,132.0098683,16.9017663,1,0
K2-12 b,TIC 396972464,8.28212,0.0006,,,2456815.3734,0.0054,17.47,5.05,,,5800,0.03,,173.1919022,2.2446794,1,0
K2-120 b,TIC 293497191,9.562742,0.000675,0.14,0.168421,2457175.604,0.002,24.05,1.52,0.0276,0.00076,4349.9,,,132.142853,17.1905813,1,0
K2-121 b,TIC 7059054,5.185761,2.9E-05,,,2457143.56042,0.00022,21.02,0.42,0.1009,0.002,4551,-0.04,4.63,126.9366624,17.5793267,1,0
K2-122 b,TIC 14635562,2.219282,0.000128,,,2457144.05009,0.00235,12.18,1.45,0.0186,0.0015,4027,0.06,4.68,126.4762179,20.3593384,2,0
K2-123 b,TIC 197249801,30.951524,0.003625,,,2457147.49734,0.00438,61.21,5.96,0.0427,0.003,4035,0.03,4.69,134.4441404,21.4532748,1,0
K2-124 b,TIC 197221381,6.413651,3.6E-05,,,2457142.18106,0.00105,28,1.5,0.069,0.002,3570,0.023,4.86,133.6410515,23.1329509,1,0
K2-125 b,TIC 405673618,21.750264,0.00199,0.08,0.161049,2457243.088,0.002,63.31,5.01,0.04981,0.00189,3654.47,,,204.1418754,-14.9478195,1,0
K2-126 b,TIC 422349422,7.385655,0.000501,,,2457223.79921,0.0026,20.29,1.73,0.0279,0.0022,4339,0.02,4.66,203.5467021,-13.5769705,1,0
K2-127 b,TIC 187309502,3.588163,2.8E-05,,,2457223.92588,0.00034,11.46,1.33,0.1162,0.0039,4575,-0.11,4.65,207.0782895,-11.5889878,1,0
K2-128 b,TIC 677945,5.675819,0.000411,0.23,0.220222,2457255.503,0.002,15.46,1.38,0.01675,0.00102,4469.51,,,204.4376666,-8.5970858,1,0
K2-129 b,TIC 2468648,8.239493,0.000292,0.13,0.210105,2457335.009,0.001,34.37,4.51,0.0266,0.00123,3459.09,,,289.1485491,-25.6463233,1,0
K2-13 b,TIC 363479723,39.91488,0.32477,,,2456812.525,0.0146,79.69,63.37,,,5698,-0.54,,170.1554763,2.5027534,1,0
K2-130 b,TIC 12181371,2.49412,0.000132,0.17,0.220344,2457340.612,0.001,9.26,1.17,0.0154,0.00081,4356.47,,,290.2705419,-19.6908744,1,0
K2-131 b,TIC 176868951,0.36931,1E-05,,,2457582.9355,0.0011,2.6,0.2,0.0207,0.001,5245,-0.17,4.61,182.751404,-9.7652392,1,0
K2-132 b,TIC 152852327,9.1751,0.0023,,,2457590.1491,0.008,,,0.0325,0.0014,4840,-0.01,3.3,182.1662666,-8.7472172,1,0
K2-137 b,TIC 98720702,0.179715,1E-06,0,,2457583.0242,0.0004,2.82,0.14,0.0184,0.0006,3492,0.08,4.82,186.870426,-6.1952168,1,0
K2-139 b,TIC 11023038,28.380619,0.000551,,,2457325.8175,0.00058,47.25,0.73,0.0951,0.0012,5370,0.24,4.54,289.066707,-17.9107147,1,0
K2-14 b,TIC 366683184,8.36802,0.00019,,,2456811.4513,0.0013,30.16,0.69,,,3789,-0.37,,178.0568745,2.5941222,1,0
K2-140 b,TIC 380255458,6.56918,4E-05,,,2457588.2851,0.0002,15.1,0.1,0.113,0.0006,5705,0.13,4.45,188.1373172,-9.6076115,1,0
K2-147 b,TIC 398275886,0.961917,2.6E-05,,,2457301.94616,0.00125,8.8,1.4,0.0229,0.0016,3672,0.19,4.72,293.8330329,-28.498475,1,2
K2-149 b,TIC 429035886,11.332,0.0013,,,2457388.33834,0.006,34.3,3.7,0.0264,0.0018,3745,0.11,4.71,9.8217519,7.2769939,1,0
K2-15 b,TIC 366696612,11.8104,0.00204,,,2456811.8509,0.0076,28.84,1.98,,,5131,-0.46,,178.1105741,4.2546649,1,0
K2-150 b,TIC 376879419,10.59357,0.00084,,,2457391.96158,0.00392,32.2,3.6,0.042,0.0038,3499,0.09,4.82,18.3443908,8.9874328,1,0
K2-151 b,TIC 376936928,3.835476,0.000266,,,2457395.23735,0.00277,17.36,2.18,0.0303,0.0019,3695,-0.19,4.8,19.3047733,9.5012663,2,0
K2-152 b,TIC 56754291,32.6479,0.01141,,,2457608.6222,0.0135,58.8,2.6,0.0344,0.0037,4044,0.12,4.67,181.6324078,-5.8274311,1,0
K2-153 b,TIC 397056271,7.51574,0.00205,,,2457588.427,0.0134,23.6,5.5,0.0348,0.0037,3845,-0.09,4.73,183.8088709,2.0208765,1,0
K2-156 b,TIC 176868262,0.81314,7E-05,,,2457583.1427,0.0041,4.1,0.6,0.0161,0.0014,4597,-0.25,4.62,182.699673,-6.2943552,1,0
K2-157 b,TIC 349445372,0.365257,2.9E-05,,,2457582.82389,0.003237,1.876041,0.317378,0.01105,0.00143,5456,0.13,4.55,183.7514959,-5.7820178,1,0
K2-159 b,TIC 35064295,12.42205,0.0018,,,2457586.5082,0.0074,27.9,3.8,0.025,0.0018,5425,-0.07,4.56,180.5408896,-3.5809053,1,0
K2-160 b,TIC 349456525,3.705871,7.4E-05,,,2457585.66638,0.000815,14.684713,1.540603,0.03189,0.00171,5649,0.07,4.61,184.0545174,-3.5530888,1,0
K2-161 b,TIC 349445839,9.283188,0.002052,,,2457587.84755,0.007734,10.790043,1.763597,0.02184,0.00518,4972,-0.03,3.63,183.7938491,-3.4956913,1,0
K2-162 b,TIC 94892940,9.45889,0.00104,,,2457583.9076,0.0047,23.6,2.4,0.019,0.0014,4842,-0.17,4.63,186.0383865,-1.111479,1,0
K2-163 b,TIC 56760743,6.673117,0.000316,,,2457582.84838,0.001902,15.663288,2.063375,0.02966,0.00301,4937,0.14,4.71,182.3292517,-0.5393421,1,0
K2-164 b,TIC 173090902,17.355066,0.004097,,,2456816.73696,0.008382,13.912102,2.329752,0.01357,0.00097,5791,-0.23,3.81,171.933659,-0.0628488,1,0
K2-167 b,TIC 69747919,9.977481,0.001039,,,2456979.93678,0.002518,19.425698,2.486977,0.01413,0.00129,5908,-0.45,3.88,336.5761233,-18.011665,1,2
K2-169 b,TIC 12770870,6.380803,0.000778,,,2456982.00971,0.003631,13.592261,2.19989,0.0127,0.00083,5548,0.26,4.56,337.0442461,-14.5993376,1,0
K2-17 b,TIC 291090078,17.96753,0.00152,,,2456817.9462,0.0035,39.38,0.85,,,4320,0.15,,178.3296746,6.4123178,1,0
K2-171 b,TIC 206241306,5.628466,0.001731,,,2456979.46712,0.007142,5.470213,0.699784,0.01434,0.00107,5250,-0.09,3.95,332.3407712,-13.4288624,1,0
K2-173 b,TIC 242993844,5.868699,0.000446,,,2457067.14113,0.002928,12.982789,1.759371,0.01749,0.00125,5580,-0.25,4.52,60.3752402,15.6251296,1,0
K2-174 b,TIC 243014114,19.562307,7.8E-05,,,2457083.77917,0.00095,26.6,0.2,0.036,0.001,4455,0.113,4.62,60.7929729,16.347166,1,0
K2-175 b,TIC 435279748,9.525988,0.001241,,,2457073.27684,0.004524,11.060886,1.347716,0.01316,0.00127,5909,0.05,4.11,52.5035514,17.5841081,1,0
K2-176 b,TIC 440724456,5.329439,0.00061,,,2457066.78593,0.003736,13.810807,2.009322,0.01582,0.00117,5428,0.15,4.63,58.2691796,17.9069486,1,0
K2-177 b,TIC 114031109,14.155185,0.00315,,,2457070.08022,0.007105,10.638946,1.605395,0.01599,0.0018,6063,0.41,4.38,55.2296156,20.7360891,1,0
K2-178 b,TIC 26078330,8.747818,0.000363,,,2457070.33656,0.001474,18.513049,1.902674,0.03676,0.00106,5525,0.09,4.55,52.8888524,22.4348186,1,0
K2-179 b,TIC 14078624,5.172191,0.000201,,,2457066.5803,0.001373,20.135239,2.299436,0.02999,0.00177,5015,0.03,4.63,58.7967878,23.7567524,1,0
K2-180 b,TIC 366411016,8.867209,0.001068,,,2457143.38934,0.00448,24.12,2.86,0.0294,0.0024,5358,-0.54,4.58,126.4643579,10.246577,1,2
K2-181 b,TIC 366528389,6.894256,0.000704,,,2457143.79263,0.00402,18.79,2.18,0.0244,0.002,5608,0.23,4.38,127.5541103,10.9101444,1,1
K2-182 b,TIC 366631954,4.736837,7.9E-05,,,2457141.20626,0.00073,13.89,0.59,0.0317,0.0011,5165,0.09,4.58,130.180046,10.9829509,1,2
K2-184 b,TIC 21244210,16.995731,0.001288,,,2457148.49905,0.00257,47.37,4.5,0.0182,0.0013,5220,-0.07,4.59,129.1405227,14.4618826,1,0
K2-185 b,TIC 337607207,10.616646,0.001632,,,2457144.73705,0.006048,26.705693,4.986344,0.01316,0.00212,5722,-0.05,4.58,130.2596625,14.6902225,1,0
K2-186 b,TIC 203228393,41.474219,0.003288,,,2457154.8454,0.001887,48.939252,4.120107,0.02965,0.00093,5784,0.06,4.45,135.3350487,18.8252879,1,0
K2-191 b,TIC 335102224,2.858646,0.000172,,,2457219.55703,0.002893,8.602679,1.246176,0.01724,0.0028,5176,0.31,4.57,201.6391407,-12.8066737,1,0
K2-192 b,TIC 187273811,4.162817,0.000432,,,2457220.444,0.0045,17.64,2.7,0.0171,0.0016,5222,0.15,4.57,206.5823122,-11.5563527,1,0
K2-193 b,TIC 741596,14.786889,0.000803,,,2457224.26116,0.00186,26.08,1.11,0.0369,0.0011,5817,0,4.46,205.2371043,-11.0093342,1,0
K2-194 b,TIC 706595,39.721386,0.005704,,,2457243.00697,0.004264,30.98886,4.232625,0.02607,0.00251,5979,0.1,4.21,204.6089755,-8.9271609,1,0
K2-196 b,TIC 178954837,48.324222,0.008457,,,2457227.89072,0.005077,23.462939,8.621718,0.02145,0.00172,6045,0.01,4.08,200.4562487,-8.4717104,1,0
K2-197 b,TIC 179032688,8.357881,0.00071,,,2457218.18248,0.00364,16.29,1.81,0.0253,0.0021,5667,0.08,4.5,202.3934779,-7.3739779,1,0
K2-200 b,TIC 115072772,2.849883,0.000188,,,2457218.56088,0.002936,13.198523,2.201137,0.0158,0.00159,5233,-0.04,4.71,202.251206,-4.6100532,1,0
K2-202 b,TIC 441907126,3.405164,0.000126,,,2457304.25153,0.001611,11.942004,1.540627,0.02317,0.00134,5491,0.27,4.55,283.2643203,-22.4070553,1,0
K2-203 b,TIC 333605244,9.695101,0.001285,,,2457396.63878,0.005765,19.031555,3.773746,0.01647,0.00325,5000,-0.07,4.43,12.7736909,-1.1958844,1,2
K2-204 b,TIC 248351386,7.055784,0.00065,,,2457396.50862,0.00372,11.04258,1.268444,0.02371,0.00094,5755,0.07,4.23,17.3825067,-0.5177539,1,2
K2-205 b,TIC 344661825,26.672263,0.00416,,,2457413.41914,0.004527,31.035514,4.40467,0.01698,0.00108,5890,-0.26,4.25,15.2175909,0.425966,1,0
K2-206 b,TIC 257392778,18.294549,0.001728,,,2457396.57661,0.00394,28.28403,3.020632,0.03381,0.00229,5043,-0.14,4.46,11.2564264,0.5931866,1,0
K2-207 b,TIC 257571543,12.48749,0.001208,,,2457403.64459,0.003599,21.180496,3.189156,0.02574,0.00262,5522,0.11,4.41,11.6996481,0.6406182,1,0
K2-208 b,TIC 399722652,4.190948,0.00023,,,2457396.51164,0.00248,14.156898,2.132162,0.01785,0.0016,5582,-0.11,4.62,20.7789809,0.8890076,1,2
K2-209 b,TIC 257436461,2.080615,0.000134,,,2457394.2331,0.002694,8.501853,1.842238,0.01118,0.00131,4720,-0.06,4.46,14.6903464,1.382807,1,0
K2-210 b,TIC 388801714,0.570233,2.8E-05,,,2457393.95803,0.002106,4.32071,0.843756,0.00881,0.001,5396,0.05,4.55,17.6412694,1.5784137,1,0
K2-211 b,TIC 399731211,0.669558,3.2E-05,,,2457393.81364,0.002087,3.41408,0.626435,0.01545,0.00183,5221,0.11,4.6,21.1061587,1.7049101,1,2
K2-212 b,TIC 388811663,9.79551,0.000316,,,2457399.64076,0.00116,28.26,2.04,0.0357,0.0024,4272,0.03,4.64,18.4241015,3.0970732,1,0
K2-213 b,TIC 257435562,8.13087,0.001771,,,2457399.00256,0.006595,13.24909,2.637119,0.01153,0.00156,5794,0.25,4.25,13.1403998,3.5077702,1,0
K2-214 b,TIC 344657681,8.596802,0.001006,,,2457396.59585,0.00414,16.18,1.45,0.0176,0.0011,5854,0.05,4.25,14.8759777,4.2277722,1,0
K2-215 b,TIC 376905329,8.269648,0.000467,,,2457394.33225,0.002316,28.084531,4.260707,0.01998,0.00147,5704,0.11,4.41,18.4700795,6.1238647,1,0
K2-216 b,TIC 418761354,2.1748,5E-05,0,,2457394.0417,0.0009,8.3,0.9,0.0221,0.0022,4503,0,4.57,11.4802354,6.3470302,1,0
K2-217 b,TIC 405333767,14.074524,0.000994,,,2457395.00447,0.002998,16.108984,2.819601,0.0246,0.00309,5967,0.04,4.17,11.2983678,6.4815879,1,0
K2-218 b,TIC 266014458,8.679885,0.000417,,,2457396.45914,0.001941,16.021068,1.597134,0.02336,0.00168,5757,0.25,4.45,12.809613,6.8464327,1,0
K2-22 b,TIC 363445338,0.381078,1E-06,,,2456811.1208,0.0006,3.3,0.2,,,3830,0.03,4.65,169.4827046,2.6190363,2,0
K2-220 b,TIC 266012991,13.683256,0.00105,,,2457401.27048,0.00338,31.18,2.43,0.0216,0.0013,5660,0.04,4.4,12.7700071,9.5167694,1,0
K2-221 b,TIC 257801011,2.399094,0.000125,,,2457395.35581,0.002326,6.506267,0.967868,0.01624,0.00142,5716,0.13,4.57,16.6550286,10.1897385,1,0
K2-222 b,TIC 257774438,15.387063,0.001815,,,2457399.06512,0.00465,25.07,2.4,0.0201,0.0013,6058,-0.21,4.37,16.4625203,11.7537171,1,0
K2-225 b,TIC 98677125,15.87209,0.00387,,,2457587.3754,0.0091,17.8,1.9,0.0188,0.0013,5742,0.38,4.08,186.5410958,-9.6248232,1,1
K2-226 b,TIC 176938958,3.27108,0.00049,,,2457584.0247,0.0062,9.7,1.2,0.0156,0.0013,5424,-0.03,4.47,183.6456643,-9.5626286,1,1
K2-227 b,TIC 156599123,13.621832,0.003188,,,2457592.23831,0.009716,21.261583,6.109492,0.01714,0.01255,5673,-0.1,4.58,190.9484237,-8.4784159,1,0
K2-228 b,TIC 98751904,2.69828,0.00022,,,2457583.1943,0.0039,12.2,1.3,0.017,0.0013,4715,-0.25,4.66,187.2947047,-6.8342028,1,0
K2-230 b,TIC 288527728,2.86041,0.00061,,,2457582.5918,0.0093,7.3,1.4,0.0129,0.0011,5945,0.1,4.2,191.363117,-6.576051,1,0
K2-231 b,TIC 130538732,13.841901,0.001352,,,2457320.00164,0.00354,27,4.8,0.0239,0.002,5695,0.14,4.48,289.0918242,-15.7712178,1,0
K2-232 b,TIC 68577662,11.168454,2.3E-05,0.258,0.025,2457825.349782,9.3E-05,19.25,0.27,0.08868,0.00044,6154,0.1,4.38,73.7667927,18.654323,1,0
K2-237 b,TIC 16288184,2.1805577,5.7E-06,0,,2457656.463379,5E-06,5.503,0.015,0.1195,0.0015,6099,0,4.27,253.7688479,-28.7105836,1,1
K2-238 b,TIC 404243877,3.20466,3E-05,0,,2457740.5036,0.0004,6.27,0.66,0.08,0.003,5630,0.34,4.11,347.7043164,-7.8575592,1,0
K2-241 b,TIC 152805642,26.8199,0.00245,,,2457584.2063,0.0035,43.3,3.8,0.0312,0.0023,5262,-0.44,4.54,181.2386829,-6.8052985,1,1
K2-242 b,TIC 152701771,6.51389,0.00082,,,2457586.24,0.0054,22.1,3.8,0.0633,0.0051,3459,-0.01,4.89,179.8358421,-6.5178542,1,1
K2-244 b,TIC 56814628,21.06884,0.0032,,,2457588.4749,0.0062,38.3,5.5,0.0174,0.0013,5677,-0.29,4.44,183.4686492,-3.8318097,1,0
K2-245 b,TIC 147677253,11.89307,0.00065,,,2457587.5524,0.0018,17.5,1.2,0.0317,0.0013,5793,-0.45,4.16,185.181563,-1.5909138,1,0
K2-246 b,TIC 56721373,5.76918,0.00081,,,2457583.6761,0.0064,11.1,1.1,0.0341,0.0021,5610,-0.19,4.43,181.6296115,-1.1606,1,0
K2-248 b,TIC 176869982,7.17256,0.00148,,,2457588.1042,0.0072,16.2,1.8,0.0255,0.0019,5528,-0.1,4.45,182.8173343,-9.4141696,1,0
K2-249 b,TIC 176910179,12.409,0.00337,,,2457583.0457,0.0106,14.5,1.7,0.0162,0.0014,6504,0.04,4.16,183.3667344,-8.9952309,1,0
K2-25 b,TIC 434226736,3.484552,3.1E-05,0.27,0.16,2457062.57935,0.00049,,,0.1065,0.0286,3180,0.15,,63.2739346,15.2477027,1,0
K2-250 b,TIC 98591691,4.01457,0.00062,,,2457584.1212,0.0061,12.3,1.5,0.0276,0.0022,5172,-0.09,4.53,185.0315429,-8.9757427,1,1
K2-251 b,TIC 156584871,9.30075,0.00332,,,2457589.0782,0.0128,20.6,4.9,0.0437,0.0047,3717,-0.04,4.76,190.6892403,-8.5359826,1,0
K2-252 b,TIC 152868838,13.81513,0.00461,,,2457596.1901,0.0118,25.7,3.5,0.0193,0.0018,5152,-0.09,4.5,182.3663818,-8.3096141,1,0
K2-253 b,TIC 98669309,4.00167,0.00013,,,2457583.9993,0.0013,13.9,0.8,0.105,0.0046,6027,0,4.39,186.0853062,-6.3789537,1,0
K2-255 b,TIC 51664268,1.96417,4E-05,,,2457583.3015,0.0008,9.1,0.9,0.0386,0.0038,4676,-0.14,4.62,189.9128532,-3.3705631,1,0
K2-256 b,TIC 94893626,5.52011,0.00239,,,2457586.5247,0.0202,7.6,1.3,0.0309,0.0028,5219,-0.1,4.58,186.2270991,-2.0660477,1,0
K2-257 b,TIC 130640162,1.60588,0.00014,,,2457583.2875,0.0035,8.2,1.1,0.0153,0.0011,3725,-0.03,4.76,188.278284,-1.9532879,1,0
K2-258 b,TIC 130634730,19.0921,0.00576,,,2457586.2928,0.0147,21.5,2,0.021,0.0014,6351,0.01,4.29,187.6314027,-1.1609171,1,0
K2-259 b,TIC 377259959,15.48043,0.00332,,,2457585.7094,0.01,29.9,4.4,0.0189,0.0015,6059,0.16,4.39,186.8026947,1.5668631,1,0
K2-26 b,TIC 83181153,14.5665,0.0016,,,2456775.1659,0.0028,20.7,3.9,0.0471,0.0037,3785,-0.13,,94.2064312,24.5958335,1,0
K2-260 b,TIC 293612446,2.6266657,1.8E-06,0,,2457820.738135,9E-05,5.291,0.033,0.09731,0.00032,6367,-0.14,4.15,76.8673317,16.8676948,1,2
K2-261 b,TIC 281731203,11.63344,0.00012,0.39,0.15,2457906.84084,0.00054,13.3,2.4,0.05293,0.00096,5537,0.36,4.21,163.0323119,0.493167,1,1
K2-263 b,TIC 21276520,50.818947,9.4E-05,0.14,,2458111.1274,0.0012,64.7,2.4,0.026,0.0013,5368,-0.08,4.51,129.6821253,15.6806039,1,0
K2-265 b,TIC 146364192,2.369172,8.9E-05,0.084,0.079,2456981.6431,0.0016,,,0.01604,0.00041,5477,0.078,4.42,342.0316493,-14.4947789,2,2
K2-269 b,TIC 21339280,4.144965,0.000817,,,2457141.59855,0.00527,10.07,1.37,0.01,0.0007,6209,-0.08,4.18,130.1551381,13.0146799,1,0
K2-27 b,TIC 363548415,6.771315,8.5E-05,0.251,0.088,2456812.84484,0.00057,,,,,5248,0.13,4.48,171.5151874,1.2306237,3,0
K2-271 b,TIC 60286662,8.562421,0.000127,,,2457149.71271,0.00053,20.69,0.88,0.0674,0.0016,5644,-0.3,4.37,125.2239144,16.0907958,1,0
K2-272 b,TIC 46259692,14.453533,0.001328,,,2457144.85864,0.00288,30.54,2.59,0.0329,0.0019,5419,-0.28,4.53,132.6211743,17.5423852,1,0
K2-273 b,TIC 175233369,11.716332,0.001172,,,2457149.10117,0.00377,6.48,1.15,0.0484,0.0233,5200,0.2,4.55,129.7768928,19.0100046,1,0
K2-274 b,TIC 195193560,14.129714,0.002102,,,2457145.12109,0.00494,31.54,2.82,0.0272,0.0019,5065,-0.13,4.61,129.2823699,20.3992512,1,0
K2-276 b,TIC 14570090,18.718269,0.003153,,,2457151.87653,0.0062,21.07,1.63,0.0405,0.0024,5139,0.07,4.49,125.9528309,22.6339399,1,0
K2-277 b,TIC 404421005,6.326763,0.000355,,,2457221.22958,0.00221,24.45,2.5,0.0196,0.0014,5741,0.11,4.48,202.0161895,-15.9379749,1,1
